,Word,V_normalization,A_normalization
85,感謝,0.6000000000000001,0.5769230769230769
86,損失,0.44999999999999996,0.5256410256410255
87,經歷,0.0,0.4743589743589743
88,遇到,0.0,0.3974358974358974
89,遊戲,0.19999999999999996,0.4743589743589743
90,鼓勵,0.5,0.6538461538461537
91,適合,0.1499999999999999,0.3461538461538461
92,擔心,0.4,0.7051282051282051
93,輸,0.5,0.4230769230769231
94,錯過,0.35,0.4230769230769231
95,幫忙,0.3500000000000001,0.49999999999999994
96,幫助,0.3999999999999999,0.5769230769230769
97,應付,0.19999999999999996,0.5512820512820513
98,謝謝,0.3999999999999999,0.6025641025641024
99,懷念,0.25,0.5769230769230769
100,關心,0.3500000000000001,0.6282051282051282
101,關懷,0.44999999999999996,0.6794871794871795
102,贏,0.55,0.7564102564102564
103,贏得,0.6000000000000001,0.7564102564102564
104,下流,0.7,0.8333333333333333
105,王八蛋,0.9,0.9615384615384615
106,他媽的,0.9,0.9358974358974359
107,白目,0.7,0.7820512820512819
108,白癡,0.7,0.8076923076923077
109,呸,0.65,0.8076923076923077
110,垃圾,0.7,0.8076923076923077
111,怪胎,0.65,0.7564102564102564
112,放屁,0.6,0.7564102564102564
113,狗屁,0.65,0.8333333333333333
114,淫婦,0.8,0.8589743589743588
115,混蛋,0.75,0.8846153846153846
116,笨蛋,0.5,0.5769230769230769
117,媽的,0.7,0.8333333333333333
118,愚蠢,0.55,0.6282051282051282
119,該死,0.6,0.8333333333333333
120,賤,0.7,0.7820512820512819
121,賤人,0.75,0.8589743589743588
122,賤貨,0.8,0.9102564102564101
123,操,0.75,0.8846153846153846
124,蕩婦,0.8,0.8589743589743588
125,蹩腳,0.35,0.5256410256410255
126,壞蛋,0.5,0.6794871794871795
127,爛貨,0.7,0.7307692307692306
128,白痴,0.65,0.6794871794871795
129,八卦,0.4,0.4487179487179486
130,仇人,0.7,0.7820512820512819
131,仇恨,0.7,0.8589743589743588
132,仇敵,0.75,0.8333333333333333
133,分擔,0.1499999999999999,0.4230769230769231
134,友,0.3500000000000001,0.3974358974358974
135,反駁,0.30000000000000004,0.6794871794871795
136,打岔,0.30000000000000004,0.3974358974358974
137,打架,0.6,0.8333333333333333
138,打斷,0.25,0.4487179487179486
139,交往,0.3500000000000001,0.5256410256410255
140,同情,0.10000000000000009,0.3974358974358974
141,安心,0.1499999999999999,0.16666666666666663
142,伴侶,0.5,0.4487179487179486
143,忌妒,0.5,0.7307692307692306
144,批評,0.44999999999999996,0.8333333333333333
145,抗議,0.44999999999999996,0.8589743589743588
146,取笑,0.35,0.6538461538461537
147,坦白,0.25,0.5769230769230769
148,奉承,0.35,0.5769230769230769
149,奉獻,0.44999999999999996,0.6282051282051282
150,抱怨,0.55,0.7051282051282051
151,拒絕,0.5,0.7051282051282051
152,放心,0.30000000000000004,0.2692307692307692
153,朋友,0.44999999999999996,0.3974358974358974
154,爭吵,0.4,0.7051282051282051
155,爭論,0.30000000000000004,0.7051282051282051
156,知己,0.55,0.4743589743589743
157,侮辱,0.65,0.8333333333333333
158,信服,0.3500000000000001,0.5512820512820513
159,信賴,0.55,0.5512820512820513
160,冒犯,0.44999999999999996,0.7564102564102564
161,怨恨,0.75,0.8589743589743588
162,指責,0.4,0.7307692307692306
163,原諒,0.19999999999999996,0.3974358974358974
164,辱罵,0.65,0.7564102564102564
165,鬥爭,0.5,0.8076923076923077
166,情人,0.44999999999999996,0.7051282051282051
167,甜心,0.44999999999999996,0.6282051282051282
168,責備,0.4,0.6794871794871795
169,逗弄,0.10000000000000009,0.5512820512820513
170,插嘴,0.35,0.5769230769230769
171,款待,0.30000000000000004,0.5512820512820513
172,詛咒,0.7,0.8076923076923077
173,開玩笑,0.30000000000000004,0.5256410256410255
174,閒話,0.25,0.4230769230769231
175,愛人,0.55,0.7307692307692306
176,愛戀,0.6499999999999999,0.7307692307692306
177,隔離,0.4,0.49999999999999994
178,嘉獎,0.44999999999999996,0.6025641025641024
179,稱讚,0.44999999999999996,0.6282051282051282
180,說服,0.0,0.3974358974358974
181,說長道短,0.44999999999999996,0.49999999999999994
182,駁斥,0.55,0.7820512820512819
183,嘲弄,0.6,0.6538461538461537
184,嘲笑,0.6,0.7051282051282051
185,嘲罵,0.6,0.8076923076923077
186,嘲諷,0.6,0.8076923076923077
187,寬恕,0.30000000000000004,0.4487179487179486
188,慶典,0.3999999999999999,0.5769230769230769
189,慶祝,0.5,0.6794871794871795
190,憐憫,0.19999999999999996,0.49999999999999994
191,摯友,0.6000000000000001,0.5256410256410255
192,敵人,0.5,0.6282051282051282
193,樂意,0.44999999999999996,0.5512820512820513
194,熱愛,0.55,0.7564102564102564
195,調情,0.10000000000000009,0.7307692307692306
196,諂媚,0.4,0.5769230769230769
197,親切,0.5,0.49999999999999994
198,親愛,0.6000000000000001,0.6282051282051282
199,親愛的,0.55,0.6794871794871795
200,幫手,0.3500000000000001,0.4743589743589743
201,戲弄,0.4,0.6538461538461537
202,鍾愛,0.5,0.7051282051282051
203,歸咎,0.44999999999999996,0.5769230769230769
204,離婚,0.65,0.6025641025641024
205,懷疑,0.30000000000000004,0.4230769230769231
206,譏,0.44999999999999996,0.6282051282051282
207,寶貝,0.6000000000000001,0.6794871794871795
208,饒恕,0.1499999999999999,0.49999999999999994
209,譴責,0.5,0.7820512820512819
210,歡迎,0.55,0.6794871794871795
211,歡送,0.25,0.6538461538461537
212,歡聚,0.55,0.6538461538461537
213,戀人,0.5,0.6025641025641024
214,戀愛,0.6499999999999999,0.6794871794871795
215,讚美,0.5,0.5769230769230769
216,讚揚,0.6499999999999999,0.7051282051282051
217,讚譽,0.6499999999999999,0.7307692307692306
218,ㄏㄏ,0.19999999999999996,0.4487179487179486
219,一無所有,0.65,0.4230769230769231
220,七竅生煙,0.7,0.8589743589743588
221,了不起,0.5,0.6794871794871795
222,人心惶惶,0.6,0.8076923076923077
223,上級,0.050000000000000044,0.4230769230769231
224,上當,0.44999999999999996,0.6538461538461537
225,下定決心,0.30000000000000004,0.7307692307692306
226,口吃,0.30000000000000004,0.37179487179487175
227,大方,0.3500000000000001,0.5256410256410255
228,大笑,0.3500000000000001,0.7307692307692306
229,大膽,0.10000000000000009,0.6538461538461537
230,小氣,0.35,0.4487179487179486
231,小偷,0.44999999999999996,0.5769230769230769
232,才能,0.3999999999999999,0.4487179487179486
233,才智,0.5,0.4487179487179486
234,不仁,0.5,0.6025641025641024
235,不貞,0.55,0.7307692307692306
236,不顧一切,0.10000000000000009,0.8589743589743588
237,中斷,0.10000000000000009,0.3205128205128205
238,仁心,0.6000000000000001,0.5256410256410255
239,仁術,0.6000000000000001,0.49999999999999994
240,仁愛,0.7,0.5256410256410255
241,仁慈,0.7,0.5256410256410255
242,仁義,0.6000000000000001,0.5512820512820513
243,仇,0.65,0.6282051282051282
244,仇殺,0.9,0.9102564102564101
245,仇視,0.75,0.8333333333333333
246,元兇,0.7,0.6794871794871795
247,內疚,0.5,0.49999999999999994
248,公憤,0.65,0.8846153846153846
249,凶,0.55,0.7820512820512819
250,分心,0.25,0.4230769230769231
251,分手,0.55,0.6794871794871795
252,分歧,0.44999999999999996,0.5769230769230769
253,分紅,0.30000000000000004,0.4230769230769231
254,分散,0.1499999999999999,0.3461538461538461
255,分裂,0.35,0.6025641025641024
256,勾引,0.30000000000000004,0.6794871794871795
257,厄運,0.5,0.6025641025641024
258,及時,0.3500000000000001,0.5512820512820513
259,反抗,0.35,0.7051282051282051
260,反叛,0.55,0.6794871794871795
261,反派,0.44999999999999996,0.49999999999999994
262,反感,0.35,0.5256410256410255
263,反對,0.4,0.6538461538461537
264,天才,0.44999999999999996,0.5512820512820513
265,天堂,0.5,0.5512820512820513
266,天資,0.19999999999999996,0.4230769230769231
267,天賦,0.25,0.4230769230769231
268,幻想,0.10000000000000009,0.3974358974358974
269,引人注目,0.19999999999999996,0.6794871794871795
270,引誘,0.30000000000000004,0.6794871794871795
271,心灰意冷,0.55,0.3205128205128205
272,心神不定,0.44999999999999996,0.7051282051282051
273,心神不寧,0.44999999999999996,0.7307692307692306
274,心情,0.0,0.3205128205128205
275,心痛,0.6,0.7820512820512819
276,心愛,0.55,0.6794871794871795
277,心煩意亂,0.5,0.8076923076923077
278,心碎,0.7,0.8846153846153846
279,心酸,0.55,0.7307692307692306
280,支配,0.10000000000000009,0.5256410256410255
281,欠債,0.4,0.4487179487179486
282,毛骨悚然,0.7,0.8846153846153846
283,火熱,0.3500000000000001,0.7820512820512819
284,世仇,0.8,0.9102564102564101
285,乏味,0.4,0.24358974358974356
286,仔細,0.30000000000000004,0.3461538461538461
287,充沛,0.3999999999999999,0.6282051282051282
288,出色,0.55,0.5769230769230769
289,功勞,0.44999999999999996,0.5512820512820513
290,古怪,0.19999999999999996,0.4743589743589743
291,可口,0.3500000000000001,0.6025641025641024
292,可怕,0.4,0.7307692307692306
293,可恥,0.65,0.7820512820512819
294,可笑,0.5,0.7051282051282051
295,可悲,0.6,0.6794871794871795
296,可惡,0.65,0.7820512820512819
297,可愛,0.5,0.6538461538461537
298,可鄙,0.65,0.8076923076923077
299,可憎,0.65,0.7820512820512819
300,可憐,0.35,0.5256410256410255
301,可靠,0.44999999999999996,0.5256410256410255
302,外向,0.25,0.6025641025641024
303,外行,0.30000000000000004,0.4487179487179486
304,外傷,0.35,0.6538461538461537
305,失眠,0.5,0.3205128205128205
306,失控,0.65,0.8589743589743588
307,失望,0.5,0.5769230769230769
308,失誤,0.35,0.5512820512820513
309,平安,0.55,0.2948717948717948
310,平和,0.5,0.2179487179487179
311,平庸,0.10000000000000009,0.24358974358974356
312,平靜,0.3500000000000001,0.16666666666666663
313,平穩,0.19999999999999996,0.2948717948717948
314,打仗,0.5,0.8333333333333333
315,打倒,0.4,0.7051282051282051
316,打破,0.25,0.6538461538461537
317,打情罵俏,0.10000000000000009,0.7051282051282051
318,打敗,0.30000000000000004,0.6282051282051282
319,打擊,0.19999999999999996,0.7307692307692306
320,打擾,0.35,0.5769230769230769
321,打攪,0.35,0.5769230769230769
322,末日,0.8,0.7307692307692306
323,正面,0.3999999999999999,0.4487179487179486
324,生命力,0.44999999999999996,0.6025641025641024
325,生氣,0.10000000000000009,0.6025641025641024
326,生氣勃勃,0.5,0.7307692307692306
327,生病,0.4,0.37179487179487175
328,生動,0.3500000000000001,0.6025641025641024
329,生疏,0.30000000000000004,0.2948717948717948
330,生厭,0.4,0.6025641025641024
331,用力,0.0,0.7564102564102564
332,目瞪口呆,0.0,0.8076923076923077
333,矛盾,0.19999999999999996,0.4487179487179486
334,丟人,0.55,0.6282051282051282
335,丟人現眼,0.65,0.7307692307692306
336,丟下,0.55,0.5512820512820513
337,丟棄,0.5,0.5769230769230769
338,丟臉,0.5,0.6025641025641024
339,交戰,0.25,0.8076923076923077
340,任性,0.4,0.5512820512820513
341,兇,0.4,0.7820512820512819
342,光亮,0.19999999999999996,0.4487179487179486
343,光榮,0.44999999999999996,0.6538461538461537
344,光輝,0.3999999999999999,0.6025641025641024
345,劣,0.5,0.49999999999999994
346,危,0.44999999999999996,0.7051282051282051
347,吃醋,0.35,0.7051282051282051
348,吃驚,0.30000000000000004,0.8589743589743588
349,合宜,0.30000000000000004,0.4230769230769231
350,回春,0.30000000000000004,0.4743589743589743
351,多情,0.19999999999999996,0.6282051282051282
352,多疑,0.30000000000000004,0.6282051282051282
353,好玩,0.30000000000000004,0.6025641025641024
354,好笑,0.30000000000000004,0.6794871794871795
355,好處,0.30000000000000004,0.49999999999999994
356,好棒,0.55,0.7051282051282051
357,好運,0.3999999999999999,0.5256410256410255
358,妄想,0.44999999999999996,0.6282051282051282
359,安全,0.3500000000000001,0.4230769230769231
360,安逸,0.25,0.2948717948717948
361,安寧,0.30000000000000004,0.2179487179487179
362,安靜,0.1499999999999999,0.16666666666666663
363,安穩,0.25,0.1923076923076923
364,成見,0.30000000000000004,0.5256410256410255
365,成就,0.5,0.6538461538461537
366,收穫,0.44999999999999996,0.5769230769230769
367,曲解,0.4,0.6282051282051282
368,有力,0.25,0.6282051282051282
369,有用,0.3500000000000001,0.5256410256410255
370,有利,0.19999999999999996,0.5512820512820513
371,有助,0.3500000000000001,0.5256410256410255
372,有害,0.4,0.5769230769230769
373,有效,0.3999999999999999,0.49999999999999994
374,有益,0.3999999999999999,0.49999999999999994
375,有趣,0.5,0.5769230769230769
376,有錢,0.3500000000000001,0.5512820512820513
377,次要,0.10000000000000009,0.49999999999999994
378,次等,0.25,0.4487179487179486
379,死人,0.7,0.7564102564102564
380,死亡,0.7,0.7307692307692306
381,死不,0.30000000000000004,0.5769230769230769
382,死心,0.65,0.6025641025641024
383,死刑,0.65,0.7820512820512819
384,死氣,0.5,0.6025641025641024
385,死期,0.55,0.7051282051282051
386,死當,0.5,0.6794871794871795
387,死路,0.44999999999999996,0.49999999999999994
388,死對頭,0.6,0.8076923076923077
389,污穢,0.65,0.7820512820512819
390,灰心,0.35,0.4487179487179486
391,百感交集,0.4,0.7820512820512819
392,自大,0.5,0.7051282051282051
393,自甘墮落,0.6,0.5256410256410255
394,自由,0.3999999999999999,0.5256410256410255
395,自在,0.44999999999999996,0.4487179487179486
396,自私,0.44999999999999996,0.4487179487179486
397,自卑,0.6,0.3461538461538461
398,自信,0.5,0.5769230769230769
399,自負,0.10000000000000009,0.6282051282051282
400,自責,0.35,0.5256410256410255
401,自尊,0.10000000000000009,0.4743589743589743
402,自豪,0.3999999999999999,0.6282051282051282
403,自鳴得意,0.19999999999999996,0.49999999999999994
404,自暴自棄,0.75,0.7564102564102564
405,至高無上,0.6499999999999999,0.7307692307692306
406,至善,0.6499999999999999,0.6282051282051282
407,色情,0.55,0.6538461538461537
408,伶俐,0.44999999999999996,0.49999999999999994
409,低沉,0.10000000000000009,0.2948717948717948
410,低能,0.6,0.4487179487179486
411,低能兒,0.6,0.4743589743589743
412,低迷,0.35,0.2692307692307692
413,低落,0.30000000000000004,0.24358974358974356
414,佔便宜,0.35,0.4230769230769231
415,作嘔,0.6,0.8076923076923077
416,作弊,0.75,0.6794871794871795
417,克制,0.0,0.49999999999999994
418,免費,0.30000000000000004,0.4743589743589743
419,冷,0.35,0.4230769230769231
420,冷淡,0.5,0.3205128205128205
421,冷酷,0.65,0.5512820512820513
422,冷靜,0.050000000000000044,0.4230769230769231
423,利己,0.1499999999999999,0.4743589743589743
424,利益,0.30000000000000004,0.49999999999999994
425,利潤,0.3999999999999999,0.5512820512820513
426,吝嗇,0.4,0.4487179487179486
427,含糊,0.30000000000000004,0.3974358974358974
428,吹毛求疵,0.44999999999999996,0.5769230769230769
429,吻,0.55,0.8333333333333333
430,呆,0.30000000000000004,0.3461538461538461
431,困,0.30000000000000004,0.4230769230769231
432,坎坷,0.75,0.4743589743589743
433,壯闊,0.44999999999999996,0.6282051282051282
434,壯麗,0.5,0.6794871794871795
435,壯觀,0.5,0.7307692307692306
436,妓女,0.55,0.4743589743589743
437,妨害,0.6,0.6538461538461537
438,妨礙,0.44999999999999996,0.6025641025641024
439,孝,0.55,0.37179487179487175
440,孝順,0.6000000000000001,0.5512820512820513
441,孝敬,0.6000000000000001,0.5512820512820513
442,完美,0.6499999999999999,0.6794871794871795
443,完備,0.44999999999999996,0.4743589743589743
444,完善,0.44999999999999996,0.4487179487179486
445,宏大,0.5,0.6282051282051282
446,宏偉,0.55,0.7564102564102564
447,屁眼,0.8,0.5769230769230769
448,岔開,0.25,0.3974358974358974
449,巫婆,0.35,0.49999999999999994
450,庇護,0.30000000000000004,0.5769230769230769
451,弄痛,0.5,0.6794871794871795
452,弄壞,0.44999999999999996,0.6282051282051282
453,忍,0.30000000000000004,0.49999999999999994
454,忐忑,0.30000000000000004,0.7307692307692306
455,忘恩負義,0.8,0.8589743589743588
456,快樂,0.55,0.6794871794871795
457,扭曲,0.35,0.5256410256410255
458,扶持,0.25,0.3974358974358974
459,批判,0.6,0.7307692307692306
460,把握,0.19999999999999996,0.4487179487179486
461,抑制,0.050000000000000044,0.5512820512820513
462,抑鬱,0.65,0.6025641025641024
463,投入,0.25,0.5256410256410255
464,抗爭,0.4,0.7820512820512819
465,折磨,0.65,0.7564102564102564
466,改善,0.3999999999999999,0.5256410256410255
467,改進,0.30000000000000004,0.4487179487179486
468,攻勢,0.050000000000000044,0.6794871794871795
469,攻擊,0.35,0.8076923076923077
470,決心,0.3500000000000001,0.7051282051282051
471,決定,0.25,0.7564102564102564
472,沉重,0.44999999999999996,0.6025641025641024
473,沉迷,0.5,0.5256410256410255
474,沉著,0.3500000000000001,0.2692307692307692
475,災,0.75,0.5769230769230769
476,牢騷,0.4,0.6538461538461537
477,狂怒,0.85,0.9615384615384615
478,狂笑,0.7999999999999998,0.9102564102564101
479,狂喜,0.8999999999999999,0.9871794871794872
480,狂暴,0.8,0.9871794871794872
481,狂熱,0.10000000000000009,0.9871794871794872
482,狂躁,0.7,0.9871794871794872
483,私生子,0.44999999999999996,0.37179487179487175
484,肝腸寸斷,0.85,0.8846153846153846
485,良,0.3500000000000001,0.4743589743589743
486,走運,0.5,0.6025641025641024
487,辛酸,0.55,0.6282051282051282
488,邪惡,0.65,0.7051282051282051
489,享受,0.3999999999999999,0.4743589743589743
490,佳,0.3500000000000001,0.4487179487179486
491,使勁,0.10000000000000009,0.6794871794871795
492,依戀,0.1499999999999999,0.5769230769230769
493,典範,0.55,0.5512820512820513
494,刺眼,0.44999999999999996,0.5769230769230769
495,刺痛,0.55,0.7051282051282051
496,刺傷,0.55,0.7564102564102564
497,刺激,0.19999999999999996,0.8846153846153846
498,刻薄,0.55,0.7051282051282051
499,卑劣,0.75,0.8846153846153846
500,卑鄙,0.8,0.9102564102564101
501,受不了,0.5,0.8076923076923077
502,受苦,0.5,0.6282051282051282
503,受虐,0.8,0.8846153846153846
504,受害,0.8,0.8589743589743588
505,受惠,0.5,0.5512820512820513
506,受傷,0.55,0.5512820512820513
507,受罪,0.55,0.7307692307692306
508,受騙,0.5,0.6794871794871795
509,周到,0.3999999999999999,0.4230769230769231
510,呵呵,0.25,0.4487179487179486
511,呼天搶地,0.8,0.9871794871794872
512,命運,0.050000000000000044,0.4230769230769231
513,咆嘯,0.35,0.8846153846153846
514,和平,0.3500000000000001,0.2692307692307692
515,和善,0.5,0.24358974358974356
516,和煦,0.44999999999999996,0.37179487179487175
517,和睦,0.3999999999999999,0.3974358974358974
518,和諧,0.55,0.2948717948717948
519,和藹,0.6000000000000001,0.2948717948717948
520,咒罵,0.65,0.8076923076923077
521,固執,0.4,0.5512820512820513
522,坦率,0.3999999999999999,0.4487179487179486
523,坦誠,0.5,0.3974358974358974
524,奇怪,0.19999999999999996,0.5256410256410255
525,奇特,0.10000000000000009,0.5512820512820513
526,孤,0.4,0.4487179487179486
527,宜人,0.3500000000000001,0.3461538461538461
528,幸運,0.55,0.5512820512820513
529,幸福,0.7,0.37179487179487175
530,忠,0.5,0.5512820512820513
531,忠心,0.6000000000000001,0.6538461538461537
532,忠孝,0.6000000000000001,0.6025641025641024
533,忠誠,0.55,0.6025641025641024
534,忠實,0.5,0.6025641025641024
535,忽略,0.25,0.3461538461538461
536,忽視,0.44999999999999996,0.4743589743589743
537,怕,0.44999999999999996,0.6794871794871795
538,怕生,0.25,0.5256410256410255
539,怕羞,0.19999999999999996,0.5512820512820513
540,怡人,0.25,0.3974358974358974
541,性情,0.050000000000000044,0.4230769230769231
542,性騷擾,0.6,0.7051282051282051
543,怪,0.4,0.4743589743589743
544,怪異,0.35,0.49999999999999994
545,怪誕,0.4,0.6025641025641024
546,承擔,0.050000000000000044,0.5512820512820513
547,承諾,0.3999999999999999,0.5256410256410255
548,抨擊,0.55,0.7820512820512819
549,抱歉,0.25,0.3461538461538461
550,抵制,0.44999999999999996,0.7051282051282051
551,拉緊,0.050000000000000044,0.5769230769230769
552,拋棄,0.6,0.6025641025641024
553,拙劣,0.6,0.6538461538461537
554,放任,0.5,0.6538461538461537
555,放棄,0.6,0.6025641025641024
556,放肆,0.65,0.8589743589743588
557,放縱,0.55,0.7307692307692306
558,放鬆,0.30000000000000004,0.11538461538461536
559,昂貴,0.30000000000000004,0.4230769230769231
560,明亮,0.3999999999999999,0.37179487179487175
561,明智,0.55,0.4230769230769231
562,昏沉,0.44999999999999996,0.2948717948717948
563,昏亂,0.4,0.5256410256410255
564,昏頭,0.4,0.4743589743589743
565,易怒,0.44999999999999996,0.7051282051282051
566,服從,0.10000000000000009,0.3461538461538461
567,枉然,0.4,0.3974358974358974
568,果斷,0.25,0.6282051282051282
569,欣欣,0.3500000000000001,0.6794871794871795
570,欣喜,0.5,0.7564102564102564
571,欣然,0.3500000000000001,0.6538461538461537
572,欣慰,0.30000000000000004,0.4487179487179486
573,欣賞,0.44999999999999996,0.5769230769230769
574,歧視,0.55,0.7307692307692306
575,沮喪,0.55,0.5256410256410255
576,治療,0.10000000000000009,0.3461538461538461
577,沾沾自喜,0.10000000000000009,0.6282051282051282
578,泣,0.4,0.49999999999999994
579,玩耍,0.30000000000000004,0.6025641025641024
580,玩笑,0.1499999999999999,0.6282051282051282
581,玩樂,0.30000000000000004,0.7051282051282051
582,知足,0.3999999999999999,0.3974358974358974
583,知識,0.3999999999999999,0.2948717948717948
584,空洞,0.25,0.2692307692307692
585,空虛,0.5,0.3974358974358974
586,花招,0.25,0.4743589743589743
587,長處,0.44999999999999996,0.4743589743589743
588,非人,0.4,0.6025641025641024
589,非禮,0.7,0.8333333333333333
590,非難,0.44999999999999996,0.5769230769230769
591,侵犯,0.65,0.6538461538461537
592,侵佔,0.6,0.7051282051282051
593,侵害,0.65,0.7820512820512819
594,侵略,0.65,0.8589743589743588
595,侵擾,0.5,0.7307692307692306
596,侵襲,0.6,0.8589743589743588
597,侷促,0.25,0.5769230769230769
598,俊美,0.3999999999999999,0.4487179487179486
599,俗,0.30000000000000004,0.4487179487179486
600,俗氣,0.30000000000000004,0.4230769230769231
601,保衛,0.19999999999999996,0.6794871794871795
602,保證,0.3999999999999999,0.6538461538461537
603,保護,0.44999999999999996,0.7307692307692306
604,信心,0.6000000000000001,0.5512820512820513
605,信奉,0.3999999999999999,0.5256410256410255
606,信義,0.5,0.5512820512820513
607,信實,0.3999999999999999,0.4743589743589743
608,信譽,0.5,0.5512820512820513
609,冒險,0.050000000000000044,0.8333333333333333
610,冠軍,0.75,0.8076923076923077
611,勇氣,0.6499999999999999,0.7307692307692306
612,勇敢,0.6000000000000001,0.7051282051282051
613,勉強,0.30000000000000004,0.49999999999999994
614,叛亂,0.65,0.8589743589743588
615,咬牙切齒,0.7,0.9102564102564101
616,咯咯笑,0.3500000000000001,0.6025641025641024
617,哀求,0.55,0.5769230769230769
618,哀怨,0.55,0.6282051282051282
619,哀淒,0.6,0.5769230769230769
620,哀痛,0.65,0.7051282051282051
621,哀傷,0.65,0.5512820512820513
622,哀愁,0.65,0.5512820512820513
623,哀號,0.75,0.8076923076923077
624,哀慟,0.8,0.8333333333333333
625,品行,0.10000000000000009,0.4487179487179486
626,品德,0.050000000000000044,0.3974358974358974
627,哄騙,0.4,0.5769230769230769
628,哈,0.19999999999999996,0.5256410256410255
629,哈哈,0.3999999999999999,0.6282051282051282
630,威脅,0.5,0.8076923076923077
631,威嚴,0.10000000000000009,0.5512820512820513
632,帥,0.3999999999999999,0.5256410256410255
633,帥氣,0.5,0.6282051282051282
634,幽默,0.5,0.5769230769230769
635,後悔,0.44999999999999996,0.3974358974358974
636,怒,0.65,0.7820512820512819
637,怒不,0.30000000000000004,0.6025641025641024
638,怒火,0.65,0.8333333333333333
639,怒斥,0.75,0.9615384615384615
640,怒目,0.6,0.8846153846153846
641,怒色,0.55,0.8076923076923077
642,怒吼,0.75,0.9871794871794872
643,怒氣,0.65,0.8589743589743588
644,怒視,0.65,0.8846153846153846
645,怒罵,0.8,0.9871794871794872
646,思,0.1499999999999999,0.4743589743589743
647,思念,0.1499999999999999,0.4230769230769231
648,思鄉,0.30000000000000004,0.6025641025641024
649,恍惚,0.30000000000000004,0.3461538461538461
650,恨,0.65,0.7820512820512819
651,恬,0.10000000000000009,0.3205128205128205
652,恰當,0.25,0.3974358974358974
653,拮据,0.44999999999999996,0.3461538461538461
654,拯救,0.3500000000000001,0.7051282051282051
